2025-09-19 11:44:05,547 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:44:05,547 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:44:05,548 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:44:05,554 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/satimage-2.mat
2025-09-19 11:44:05,555 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 5732, Outliers: 71
2025-09-19 11:44:05,557 - Trainer_Run_0 - INFO - Train set: 2866 samples (all normal)
2025-09-19 11:44:05,557 - Trainer_Run_0 - INFO - Test set: 2937 samples (2866 normal, 71 anomalies)
2025-09-19 11:44:05,559 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:44:06,334 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:44:06,610 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.2531, Reconstruction Loss: 0.2531
2025-09-19 11:44:06,641 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0599, Reconstruction Loss: 0.0599
2025-09-19 11:44:06,672 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0494, Reconstruction Loss: 0.0494
2025-09-19 11:44:06,702 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0342, Reconstruction Loss: 0.0342
2025-09-19 11:44:06,731 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0270, Reconstruction Loss: 0.0270
2025-09-19 11:44:06,762 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0231, Reconstruction Loss: 0.0231
2025-09-19 11:44:06,792 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0209, Reconstruction Loss: 0.0209
2025-09-19 11:44:06,823 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0192, Reconstruction Loss: 0.0192
2025-09-19 11:44:06,854 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0186, Reconstruction Loss: 0.0186
2025-09-19 11:44:06,885 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 11:44:06,915 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0169, Reconstruction Loss: 0.0169
2025-09-19 11:44:07,028 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 11:44:07,058 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 11:44:07,089 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 11:44:07,120 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:44:07,151 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 11:44:07,181 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 11:44:07,211 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0131, Reconstruction Loss: 0.0131
2025-09-19 11:44:07,241 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0129, Reconstruction Loss: 0.0129
2025-09-19 11:44:07,271 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0125, Reconstruction Loss: 0.0125
2025-09-19 11:44:07,302 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0121, Reconstruction Loss: 0.0121
2025-09-19 11:44:07,332 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0118, Reconstruction Loss: 0.0118
2025-09-19 11:44:07,362 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0118, Reconstruction Loss: 0.0118
2025-09-19 11:44:07,393 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0114, Reconstruction Loss: 0.0114
2025-09-19 11:44:07,424 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0109, Reconstruction Loss: 0.0109
2025-09-19 11:44:07,454 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0108, Reconstruction Loss: 0.0108
2025-09-19 11:44:07,485 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0106, Reconstruction Loss: 0.0106
2025-09-19 11:44:07,516 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0104, Reconstruction Loss: 0.0104
2025-09-19 11:44:07,547 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0102, Reconstruction Loss: 0.0102
2025-09-19 11:44:07,578 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0100, Reconstruction Loss: 0.0100
2025-09-19 11:44:07,609 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0097, Reconstruction Loss: 0.0097
2025-09-19 11:44:07,639 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0096, Reconstruction Loss: 0.0096
2025-09-19 11:44:07,669 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0094, Reconstruction Loss: 0.0094
2025-09-19 11:44:07,699 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0093, Reconstruction Loss: 0.0093
2025-09-19 11:44:07,729 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0093, Reconstruction Loss: 0.0093
2025-09-19 11:44:07,759 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0091, Reconstruction Loss: 0.0091
2025-09-19 11:44:07,789 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0089, Reconstruction Loss: 0.0089
2025-09-19 11:44:07,820 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0088, Reconstruction Loss: 0.0088
2025-09-19 11:44:07,850 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0087, Reconstruction Loss: 0.0087
2025-09-19 11:44:07,881 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0087, Reconstruction Loss: 0.0087
2025-09-19 11:44:07,911 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0084, Reconstruction Loss: 0.0084
2025-09-19 11:44:07,942 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0083, Reconstruction Loss: 0.0083
2025-09-19 11:44:07,973 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0083, Reconstruction Loss: 0.0083
2025-09-19 11:44:08,003 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0084, Reconstruction Loss: 0.0084
2025-09-19 11:44:08,033 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0083, Reconstruction Loss: 0.0083
2025-09-19 11:44:08,063 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0084, Reconstruction Loss: 0.0084
2025-09-19 11:44:08,093 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0083, Reconstruction Loss: 0.0083
2025-09-19 11:44:08,123 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0079, Reconstruction Loss: 0.0079
2025-09-19 11:44:08,153 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0078, Reconstruction Loss: 0.0078
2025-09-19 11:44:08,183 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0077, Reconstruction Loss: 0.0077
2025-09-19 11:44:08,213 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0077, Reconstruction Loss: 0.0077
2025-09-19 11:44:08,244 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0076, Reconstruction Loss: 0.0076
2025-09-19 11:44:08,274 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0075, Reconstruction Loss: 0.0075
2025-09-19 11:44:08,304 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0076, Reconstruction Loss: 0.0076
2025-09-19 11:44:08,335 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:08,365 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:08,396 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:08,427 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:08,458 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0073, Reconstruction Loss: 0.0073
2025-09-19 11:44:08,488 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0072, Reconstruction Loss: 0.0072
2025-09-19 11:44:08,519 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0071, Reconstruction Loss: 0.0071
2025-09-19 11:44:08,550 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0073, Reconstruction Loss: 0.0073
2025-09-19 11:44:08,580 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0070, Reconstruction Loss: 0.0070
2025-09-19 11:44:08,610 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0071, Reconstruction Loss: 0.0071
2025-09-19 11:44:08,641 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0070, Reconstruction Loss: 0.0070
2025-09-19 11:44:08,672 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0071, Reconstruction Loss: 0.0071
2025-09-19 11:44:08,703 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0071, Reconstruction Loss: 0.0071
2025-09-19 11:44:08,733 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0069, Reconstruction Loss: 0.0069
2025-09-19 11:44:08,764 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0067, Reconstruction Loss: 0.0067
2025-09-19 11:44:08,794 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0068, Reconstruction Loss: 0.0068
2025-09-19 11:44:08,824 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0068, Reconstruction Loss: 0.0068
2025-09-19 11:44:08,854 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0067, Reconstruction Loss: 0.0067
2025-09-19 11:44:08,885 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:08,915 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:08,945 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:08,976 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:09,007 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0064, Reconstruction Loss: 0.0064
2025-09-19 11:44:09,037 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:09,067 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:09,098 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0064, Reconstruction Loss: 0.0064
2025-09-19 11:44:09,129 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:09,160 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0063, Reconstruction Loss: 0.0063
2025-09-19 11:44:09,191 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:09,222 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0063, Reconstruction Loss: 0.0063
2025-09-19 11:44:09,252 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:09,283 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0063, Reconstruction Loss: 0.0063
2025-09-19 11:44:09,313 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0062, Reconstruction Loss: 0.0062
