2025-09-19 11:07:02,802 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:07:02,802 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:07:02,802 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:07:02,810 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/optdigits.mat
2025-09-19 11:07:02,811 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 5066, Outliers: 150
2025-09-19 11:07:02,813 - Trainer_Run_0 - INFO - Train set: 2533 samples (all normal)
2025-09-19 11:07:02,813 - Trainer_Run_0 - INFO - Test set: 2683 samples (2533 normal, 150 anomalies)
2025-09-19 11:07:02,816 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:07:03,621 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:07:03,897 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.2606, Reconstruction Loss: 0.2606
2025-09-19 11:07:03,918 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0883, Reconstruction Loss: 0.0883
2025-09-19 11:07:03,940 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0618, Reconstruction Loss: 0.0618
2025-09-19 11:07:03,961 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0538, Reconstruction Loss: 0.0538
2025-09-19 11:07:03,983 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0451, Reconstruction Loss: 0.0451
2025-09-19 11:07:04,005 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0383, Reconstruction Loss: 0.0383
2025-09-19 11:07:04,026 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0347, Reconstruction Loss: 0.0347
2025-09-19 11:07:04,048 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0325, Reconstruction Loss: 0.0325
