2025-09-19 11:45:15,071 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:45:15,071 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:45:15,071 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:45:15,072 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/wine.mat
2025-09-19 11:45:15,072 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 119, Outliers: 10
2025-09-19 11:45:15,072 - Trainer_Run_0 - INFO - Train set: 59 samples (all normal)
2025-09-19 11:45:15,072 - Trainer_Run_0 - INFO - Test set: 70 samples (60 normal, 10 anomalies)
2025-09-19 11:45:15,073 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:45:15,862 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:45:16,104 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.4513, Reconstruction Loss: 0.4513
2025-09-19 11:45:16,108 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.2897, Reconstruction Loss: 0.2897
2025-09-19 11:45:16,111 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.2126, Reconstruction Loss: 0.2126
2025-09-19 11:45:16,115 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.1618, Reconstruction Loss: 0.1618
2025-09-19 11:45:16,118 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.1213, Reconstruction Loss: 0.1213
2025-09-19 11:45:16,122 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0906, Reconstruction Loss: 0.0906
2025-09-19 11:45:16,125 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0789, Reconstruction Loss: 0.0789
2025-09-19 11:45:16,128 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0668, Reconstruction Loss: 0.0668
2025-09-19 11:45:16,132 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0667, Reconstruction Loss: 0.0667
2025-09-19 11:45:16,136 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0692, Reconstruction Loss: 0.0692
2025-09-19 11:45:16,140 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0631, Reconstruction Loss: 0.0631
2025-09-19 11:45:16,144 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0616, Reconstruction Loss: 0.0616
2025-09-19 11:45:16,148 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0631, Reconstruction Loss: 0.0631
2025-09-19 11:45:16,152 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0591, Reconstruction Loss: 0.0591
2025-09-19 11:45:16,156 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0567, Reconstruction Loss: 0.0567
2025-09-19 11:45:16,160 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0518, Reconstruction Loss: 0.0518
2025-09-19 11:45:16,164 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0512, Reconstruction Loss: 0.0512
2025-09-19 11:45:16,168 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0475, Reconstruction Loss: 0.0475
2025-09-19 11:45:16,172 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0447, Reconstruction Loss: 0.0447
2025-09-19 11:45:16,176 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0398, Reconstruction Loss: 0.0398
2025-09-19 11:45:16,180 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0447, Reconstruction Loss: 0.0447
2025-09-19 11:45:16,184 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0429, Reconstruction Loss: 0.0429
2025-09-19 11:45:16,188 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0384, Reconstruction Loss: 0.0384
