2025-09-19 11:44:52,964 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:44:52,964 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:44:52,964 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:44:52,965 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/thyroid.mat
2025-09-19 11:44:52,965 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 3679, Outliers: 93
2025-09-19 11:44:52,965 - Trainer_Run_0 - INFO - Train set: 1839 samples (all normal)
2025-09-19 11:44:52,965 - Trainer_Run_0 - INFO - Test set: 1933 samples (1840 normal, 93 anomalies)
2025-09-19 11:44:52,966 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:44:53,744 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:44:54,009 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.2327, Reconstruction Loss: 0.2327
2025-09-19 11:44:54,028 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0697, Reconstruction Loss: 0.0697
2025-09-19 11:44:54,048 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0417, Reconstruction Loss: 0.0417
2025-09-19 11:44:54,067 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0391, Reconstruction Loss: 0.0391
2025-09-19 11:44:54,086 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0300, Reconstruction Loss: 0.0300
2025-09-19 11:44:54,106 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0228, Reconstruction Loss: 0.0228
2025-09-19 11:44:54,126 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0213, Reconstruction Loss: 0.0213
2025-09-19 11:44:54,145 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0201, Reconstruction Loss: 0.0201
2025-09-19 11:44:54,165 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0195, Reconstruction Loss: 0.0195
2025-09-19 11:44:54,185 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 11:44:54,204 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0174, Reconstruction Loss: 0.0174
2025-09-19 11:44:54,224 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 11:44:54,243 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:44:54,263 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:44:54,283 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0124, Reconstruction Loss: 0.0124
2025-09-19 11:44:54,302 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0122, Reconstruction Loss: 0.0122
2025-09-19 11:44:54,403 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0126, Reconstruction Loss: 0.0126
2025-09-19 11:44:54,422 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0118, Reconstruction Loss: 0.0118
2025-09-19 11:44:54,441 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0127, Reconstruction Loss: 0.0127
2025-09-19 11:44:54,461 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0116, Reconstruction Loss: 0.0116
2025-09-19 11:44:54,480 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0115, Reconstruction Loss: 0.0115
2025-09-19 11:44:54,499 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0116, Reconstruction Loss: 0.0116
2025-09-19 11:44:54,518 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0115, Reconstruction Loss: 0.0115
2025-09-19 11:44:54,538 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0106, Reconstruction Loss: 0.0106
2025-09-19 11:44:54,557 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0102, Reconstruction Loss: 0.0102
2025-09-19 11:44:54,577 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0101, Reconstruction Loss: 0.0101
2025-09-19 11:44:54,596 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0101, Reconstruction Loss: 0.0101
2025-09-19 11:44:54,616 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0101, Reconstruction Loss: 0.0101
2025-09-19 11:44:54,635 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0094, Reconstruction Loss: 0.0094
2025-09-19 11:44:54,655 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0097, Reconstruction Loss: 0.0097
2025-09-19 11:44:54,674 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0088, Reconstruction Loss: 0.0088
2025-09-19 11:44:54,694 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0088, Reconstruction Loss: 0.0088
2025-09-19 11:44:54,713 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0085, Reconstruction Loss: 0.0085
2025-09-19 11:44:54,732 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0089, Reconstruction Loss: 0.0089
2025-09-19 11:44:54,752 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0086, Reconstruction Loss: 0.0086
2025-09-19 11:44:54,772 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0081, Reconstruction Loss: 0.0081
2025-09-19 11:44:54,792 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0081, Reconstruction Loss: 0.0081
2025-09-19 11:44:54,812 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0080, Reconstruction Loss: 0.0080
2025-09-19 11:44:54,831 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0083, Reconstruction Loss: 0.0083
2025-09-19 11:44:54,852 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:54,871 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0078, Reconstruction Loss: 0.0078
2025-09-19 11:44:54,891 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:54,910 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0078, Reconstruction Loss: 0.0078
2025-09-19 11:44:54,929 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0073, Reconstruction Loss: 0.0073
2025-09-19 11:44:54,949 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0070, Reconstruction Loss: 0.0070
2025-09-19 11:44:54,969 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0075, Reconstruction Loss: 0.0075
2025-09-19 11:44:54,989 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0071, Reconstruction Loss: 0.0071
2025-09-19 11:44:55,009 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0074, Reconstruction Loss: 0.0074
2025-09-19 11:44:55,028 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0067, Reconstruction Loss: 0.0067
2025-09-19 11:44:55,047 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:55,067 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0073, Reconstruction Loss: 0.0073
2025-09-19 11:44:55,086 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:55,106 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:55,126 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0063, Reconstruction Loss: 0.0063
2025-09-19 11:44:55,146 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0065, Reconstruction Loss: 0.0065
2025-09-19 11:44:55,165 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0066, Reconstruction Loss: 0.0066
2025-09-19 11:44:55,185 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0062, Reconstruction Loss: 0.0062
2025-09-19 11:44:55,204 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0067, Reconstruction Loss: 0.0067
2025-09-19 11:44:55,223 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0059, Reconstruction Loss: 0.0059
2025-09-19 11:44:55,242 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0064, Reconstruction Loss: 0.0064
2025-09-19 11:44:55,262 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0059, Reconstruction Loss: 0.0059
2025-09-19 11:44:55,281 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0064, Reconstruction Loss: 0.0064
2025-09-19 11:44:55,301 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0060, Reconstruction Loss: 0.0060
2025-09-19 11:44:55,320 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0058, Reconstruction Loss: 0.0058
2025-09-19 11:44:55,339 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0058, Reconstruction Loss: 0.0058
2025-09-19 11:44:55,359 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0053, Reconstruction Loss: 0.0053
2025-09-19 11:44:55,379 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0055, Reconstruction Loss: 0.0055
2025-09-19 11:44:55,399 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0055, Reconstruction Loss: 0.0055
2025-09-19 11:44:55,419 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0054, Reconstruction Loss: 0.0054
2025-09-19 11:44:55,438 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0053, Reconstruction Loss: 0.0053
2025-09-19 11:44:55,458 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0055, Reconstruction Loss: 0.0055
2025-09-19 11:44:55,477 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0052, Reconstruction Loss: 0.0052
2025-09-19 11:44:55,496 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0054, Reconstruction Loss: 0.0054
2025-09-19 11:44:55,516 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,535 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0052, Reconstruction Loss: 0.0052
2025-09-19 11:44:55,554 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0054, Reconstruction Loss: 0.0054
2025-09-19 11:44:55,575 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0055, Reconstruction Loss: 0.0055
2025-09-19 11:44:55,594 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0052, Reconstruction Loss: 0.0052
2025-09-19 11:44:55,614 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,634 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0052, Reconstruction Loss: 0.0052
2025-09-19 11:44:55,653 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,673 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0053, Reconstruction Loss: 0.0053
2025-09-19 11:44:55,693 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0047, Reconstruction Loss: 0.0047
2025-09-19 11:44:55,712 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,731 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,751 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0053, Reconstruction Loss: 0.0053
2025-09-19 11:44:55,770 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0051, Reconstruction Loss: 0.0051
2025-09-19 11:44:55,790 - Trainer_Run_0 - INFO - Epoch 88/200 - Total Loss: 0.0046, Reconstruction Loss: 0.0046
2025-09-19 11:44:55,810 - Trainer_Run_0 - INFO - Epoch 89/200 - Total Loss: 0.0051, Reconstruction Loss: 0.0051
2025-09-19 11:44:55,829 - Trainer_Run_0 - INFO - Epoch 90/200 - Total Loss: 0.0050, Reconstruction Loss: 0.0050
2025-09-19 11:44:55,848 - Trainer_Run_0 - INFO - Epoch 91/200 - Total Loss: 0.0044, Reconstruction Loss: 0.0044
2025-09-19 11:44:55,867 - Trainer_Run_0 - INFO - Epoch 92/200 - Total Loss: 0.0047, Reconstruction Loss: 0.0047
