2025-09-19 11:45:23,050 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:45:23,050 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:45:23,050 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:45:23,058 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/mulcross.mat
2025-09-19 11:45:23,065 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 235930, Outliers: 26214
2025-09-19 11:45:23,081 - Trainer_Run_0 - INFO - Train set: 117965 samples (all normal)
2025-09-19 11:45:23,081 - Trainer_Run_0 - INFO - Test set: 144179 samples (117965 normal, 26214 anomalies)
2025-09-19 11:45:23,096 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:45:23,887 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:45:25,385 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.0193, Reconstruction Loss: 0.0193
2025-09-19 11:45:26,543 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0033, Reconstruction Loss: 0.0033
2025-09-19 11:45:27,780 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:45:28,945 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:45:30,188 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:45:31,351 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:45:32,595 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:45:33,758 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:45:34,997 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:45:36,240 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:45:37,405 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:45:38,647 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:39,812 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:41,053 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:42,213 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:43,454 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:44,618 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:45:45,860 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:45:47,024 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:45:48,267 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:45:49,430 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
