2025-09-19 12:03:37,289 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 12:03:37,289 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 12:03:37,289 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 12:03:37,291 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/satellite.mat
2025-09-19 12:03:37,292 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 4399, Outliers: 2036
2025-09-19 12:03:37,292 - Trainer_Run_0 - INFO - Train set: 2199 samples (all normal)
2025-09-19 12:03:37,292 - Trainer_Run_0 - INFO - Test set: 4236 samples (2200 normal, 2036 anomalies)
2025-09-19 12:03:37,294 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 12:03:38,080 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 12:03:38,355 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.2786, Reconstruction Loss: 0.2786
2025-09-19 12:03:38,379 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0693, Reconstruction Loss: 0.0693
2025-09-19 12:03:38,403 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0532, Reconstruction Loss: 0.0532
2025-09-19 12:03:38,427 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0429, Reconstruction Loss: 0.0429
2025-09-19 12:03:38,451 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0315, Reconstruction Loss: 0.0315
2025-09-19 12:03:38,476 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0282, Reconstruction Loss: 0.0282
2025-09-19 12:03:38,500 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0260, Reconstruction Loss: 0.0260
2025-09-19 12:03:38,524 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0218, Reconstruction Loss: 0.0218
2025-09-19 12:03:38,548 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0209, Reconstruction Loss: 0.0209
2025-09-19 12:03:38,572 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0198, Reconstruction Loss: 0.0198
2025-09-19 12:03:38,595 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0188, Reconstruction Loss: 0.0188
2025-09-19 12:03:38,619 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0181, Reconstruction Loss: 0.0181
2025-09-19 12:03:38,643 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 12:03:38,667 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0172, Reconstruction Loss: 0.0172
2025-09-19 12:03:38,690 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:03:38,715 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0163, Reconstruction Loss: 0.0163
2025-09-19 12:03:38,739 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 12:03:38,764 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 12:03:38,789 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 12:03:38,813 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0148, Reconstruction Loss: 0.0148
2025-09-19 12:03:38,921 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:03:38,945 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:03:38,970 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:03:38,994 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:03:39,019 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 12:03:39,044 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 12:03:39,069 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0126, Reconstruction Loss: 0.0126
2025-09-19 12:03:39,093 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0126, Reconstruction Loss: 0.0126
2025-09-19 12:03:39,117 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0124, Reconstruction Loss: 0.0124
2025-09-19 12:03:39,142 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0121, Reconstruction Loss: 0.0121
2025-09-19 12:03:39,166 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0120, Reconstruction Loss: 0.0120
2025-09-19 12:03:39,191 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0117, Reconstruction Loss: 0.0117
2025-09-19 12:03:39,215 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0120, Reconstruction Loss: 0.0120
2025-09-19 12:03:39,239 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0116, Reconstruction Loss: 0.0116
2025-09-19 12:03:39,264 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0115, Reconstruction Loss: 0.0115
2025-09-19 12:03:39,289 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0112, Reconstruction Loss: 0.0112
2025-09-19 12:03:39,313 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0111, Reconstruction Loss: 0.0111
2025-09-19 12:03:39,338 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0110, Reconstruction Loss: 0.0110
2025-09-19 12:03:39,363 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0108, Reconstruction Loss: 0.0108
2025-09-19 12:03:39,388 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0106, Reconstruction Loss: 0.0106
2025-09-19 12:03:39,413 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0105, Reconstruction Loss: 0.0105
2025-09-19 12:03:39,437 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0104, Reconstruction Loss: 0.0104
