2025-09-19 11:44:37,693 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:44:37,693 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:44:37,693 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:44:37,694 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/glass.mat
2025-09-19 11:44:37,694 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 205, Outliers: 9
2025-09-19 11:44:37,694 - Trainer_Run_0 - INFO - Train set: 102 samples (all normal)
2025-09-19 11:44:37,694 - Trainer_Run_0 - INFO - Test set: 112 samples (103 normal, 9 anomalies)
2025-09-19 11:44:37,695 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:44:38,470 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:44:38,714 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.3764, Reconstruction Loss: 0.3764
2025-09-19 11:44:38,719 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.1987, Reconstruction Loss: 0.1987
2025-09-19 11:44:38,723 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.1751, Reconstruction Loss: 0.1751
2025-09-19 11:44:38,727 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.1236, Reconstruction Loss: 0.1236
2025-09-19 11:44:38,731 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0881, Reconstruction Loss: 0.0881
2025-09-19 11:44:38,735 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0769, Reconstruction Loss: 0.0769
2025-09-19 11:44:38,739 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0687, Reconstruction Loss: 0.0687
2025-09-19 11:44:38,743 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0580, Reconstruction Loss: 0.0580
2025-09-19 11:44:38,747 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0439, Reconstruction Loss: 0.0439
2025-09-19 11:44:38,751 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0458, Reconstruction Loss: 0.0458
2025-09-19 11:44:38,755 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0483, Reconstruction Loss: 0.0483
2025-09-19 11:44:38,759 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0441, Reconstruction Loss: 0.0441
2025-09-19 11:44:38,763 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0419, Reconstruction Loss: 0.0419
2025-09-19 11:44:38,767 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0439, Reconstruction Loss: 0.0439
2025-09-19 11:44:38,771 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0391, Reconstruction Loss: 0.0391
2025-09-19 11:44:38,775 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0359, Reconstruction Loss: 0.0359
2025-09-19 11:44:38,779 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0343, Reconstruction Loss: 0.0343
2025-09-19 11:44:38,783 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0334, Reconstruction Loss: 0.0334
2025-09-19 11:44:38,787 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0339, Reconstruction Loss: 0.0339
2025-09-19 11:44:38,791 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0360, Reconstruction Loss: 0.0360
2025-09-19 11:44:38,795 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0301, Reconstruction Loss: 0.0301
2025-09-19 11:44:38,800 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0322, Reconstruction Loss: 0.0322
2025-09-19 11:44:38,804 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0278, Reconstruction Loss: 0.0278
2025-09-19 11:44:38,808 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0251, Reconstruction Loss: 0.0251
2025-09-19 11:44:38,812 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0291, Reconstruction Loss: 0.0291
2025-09-19 11:44:38,816 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0271, Reconstruction Loss: 0.0271
2025-09-19 11:44:38,820 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0273, Reconstruction Loss: 0.0273
2025-09-19 11:44:38,825 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0258, Reconstruction Loss: 0.0258
2025-09-19 11:44:38,829 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0236, Reconstruction Loss: 0.0236
2025-09-19 11:44:38,833 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0224, Reconstruction Loss: 0.0224
2025-09-19 11:44:38,837 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0221, Reconstruction Loss: 0.0221
2025-09-19 11:44:38,841 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0268, Reconstruction Loss: 0.0268
2025-09-19 11:44:38,845 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0221, Reconstruction Loss: 0.0221
2025-09-19 11:44:38,849 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0219, Reconstruction Loss: 0.0219
2025-09-19 11:44:38,853 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0249, Reconstruction Loss: 0.0249
2025-09-19 11:44:38,857 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0220, Reconstruction Loss: 0.0220
2025-09-19 11:44:38,861 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0232, Reconstruction Loss: 0.0232
2025-09-19 11:44:38,865 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0243, Reconstruction Loss: 0.0243
2025-09-19 11:44:38,869 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0246, Reconstruction Loss: 0.0246
2025-09-19 11:44:38,873 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0244, Reconstruction Loss: 0.0244
2025-09-19 11:44:38,877 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0171, Reconstruction Loss: 0.0171
2025-09-19 11:44:38,881 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0208, Reconstruction Loss: 0.0208
2025-09-19 11:44:38,885 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0201, Reconstruction Loss: 0.0201
2025-09-19 11:44:38,889 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0226, Reconstruction Loss: 0.0226
2025-09-19 11:44:38,893 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0168, Reconstruction Loss: 0.0168
2025-09-19 11:44:38,897 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0181, Reconstruction Loss: 0.0181
2025-09-19 11:44:38,901 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0190, Reconstruction Loss: 0.0190
2025-09-19 11:44:38,905 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0216, Reconstruction Loss: 0.0216
2025-09-19 11:44:38,909 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0219, Reconstruction Loss: 0.0219
2025-09-19 11:44:38,913 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0207, Reconstruction Loss: 0.0207
2025-09-19 11:44:38,917 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0247, Reconstruction Loss: 0.0247
