2025-09-19 11:10:16,359 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:10:16,359 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:10:16,359 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:10:16,390 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/forestcover.mat
2025-09-19 11:10:16,398 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 283301, Outliers: 2747
2025-09-19 11:10:16,411 - Trainer_Run_0 - INFO - Train set: 141650 samples (all normal)
2025-09-19 11:10:16,411 - Trainer_Run_0 - INFO - Test set: 144398 samples (141651 normal, 2747 anomalies)
2025-09-19 11:10:16,435 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:10:17,226 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:10:18,739 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.0163, Reconstruction Loss: 0.0163
2025-09-19 11:10:19,992 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0036, Reconstruction Loss: 0.0036
2025-09-19 11:10:21,160 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0023, Reconstruction Loss: 0.0023
2025-09-19 11:10:22,406 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:10:23,642 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0015, Reconstruction Loss: 0.0015
2025-09-19 11:10:24,872 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:10:26,195 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:10:27,409 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:10:28,705 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:10:30,023 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:10:31,278 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:10:32,600 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:10:33,921 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:10:35,203 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:10:36,478 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:10:37,822 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:10:39,203 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:10:40,557 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:10:41,709 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:10:42,946 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:10:44,181 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:45,336 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:46,575 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:47,730 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:48,968 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:50,124 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:51,366 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:52,609 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:10:53,849 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:10:54,998 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:10:56,235 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:10:57,384 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:10:58,621 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:10:59,804 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:01,144 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:02,396 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:03,575 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:04,876 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:06,130 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:07,282 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:08,528 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:11:09,691 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:11:10,937 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:11:12,181 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:11:13,340 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:11:14,575 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
