2025-09-19 11:33:30,308 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:33:30,308 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:33:30,308 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:33:30,311 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/smtp.mat
2025-09-19 11:33:30,314 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 95126, Outliers: 30
2025-09-19 11:33:30,319 - Trainer_Run_0 - INFO - Train set: 47563 samples (all normal)
2025-09-19 11:33:30,319 - Trainer_Run_0 - INFO - Test set: 47593 samples (47563 normal, 30 anomalies)
2025-09-19 11:33:30,326 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:33:31,114 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:33:31,917 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.0357, Reconstruction Loss: 0.0357
2025-09-19 11:33:32,370 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.0082, Reconstruction Loss: 0.0082
2025-09-19 11:33:32,818 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0048, Reconstruction Loss: 0.0048
2025-09-19 11:33:33,280 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0035, Reconstruction Loss: 0.0035
2025-09-19 11:33:33,897 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0025, Reconstruction Loss: 0.0025
2025-09-19 11:33:34,397 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0020, Reconstruction Loss: 0.0020
2025-09-19 11:33:34,891 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:33:35,501 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0015, Reconstruction Loss: 0.0015
2025-09-19 11:33:36,054 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
