2025-09-19 11:44:45,708 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:44:45,708 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:44:45,708 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:44:45,709 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/lympho.mat
2025-09-19 11:44:45,709 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 142, Outliers: 6
2025-09-19 11:44:45,709 - Trainer_Run_0 - INFO - Train set: 71 samples (all normal)
2025-09-19 11:44:45,709 - Trainer_Run_0 - INFO - Test set: 77 samples (71 normal, 6 anomalies)
2025-09-19 11:44:45,710 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:44:46,491 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:44:46,739 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.6529, Reconstruction Loss: 0.6529
2025-09-19 11:44:46,744 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.4295, Reconstruction Loss: 0.4295
2025-09-19 11:44:46,748 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.3092, Reconstruction Loss: 0.3092
2025-09-19 11:44:46,751 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.2451, Reconstruction Loss: 0.2451
2025-09-19 11:44:46,755 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.1868, Reconstruction Loss: 0.1868
2025-09-19 11:44:46,760 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.1517, Reconstruction Loss: 0.1517
2025-09-19 11:44:46,764 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.1146, Reconstruction Loss: 0.1146
2025-09-19 11:44:46,768 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0936, Reconstruction Loss: 0.0936
2025-09-19 11:44:46,772 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0850, Reconstruction Loss: 0.0850
2025-09-19 11:44:46,776 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0702, Reconstruction Loss: 0.0702
2025-09-19 11:44:46,780 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0681, Reconstruction Loss: 0.0681
2025-09-19 11:44:46,784 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0706, Reconstruction Loss: 0.0706
2025-09-19 11:44:46,788 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0631, Reconstruction Loss: 0.0631
2025-09-19 11:44:46,792 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0597, Reconstruction Loss: 0.0597
2025-09-19 11:44:46,796 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0637, Reconstruction Loss: 0.0637
2025-09-19 11:44:46,800 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0559, Reconstruction Loss: 0.0559
2025-09-19 11:44:46,804 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0571, Reconstruction Loss: 0.0571
2025-09-19 11:44:46,808 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0557, Reconstruction Loss: 0.0557
2025-09-19 11:44:46,812 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0530, Reconstruction Loss: 0.0530
2025-09-19 11:44:46,816 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0528, Reconstruction Loss: 0.0528
2025-09-19 11:44:46,820 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0467, Reconstruction Loss: 0.0467
2025-09-19 11:44:46,824 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0516, Reconstruction Loss: 0.0516
2025-09-19 11:44:46,828 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0497, Reconstruction Loss: 0.0497
2025-09-19 11:44:46,832 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0414, Reconstruction Loss: 0.0414
2025-09-19 11:44:46,836 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0430, Reconstruction Loss: 0.0430
2025-09-19 11:44:46,840 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0431, Reconstruction Loss: 0.0431
2025-09-19 11:44:46,844 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0430, Reconstruction Loss: 0.0430
2025-09-19 11:44:46,848 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0410, Reconstruction Loss: 0.0410
2025-09-19 11:44:46,852 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0416, Reconstruction Loss: 0.0416
2025-09-19 11:44:46,856 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0370, Reconstruction Loss: 0.0370
2025-09-19 11:44:46,860 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0346, Reconstruction Loss: 0.0346
2025-09-19 11:44:46,864 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0362, Reconstruction Loss: 0.0362
2025-09-19 11:44:46,868 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0337, Reconstruction Loss: 0.0337
2025-09-19 11:44:46,872 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0336, Reconstruction Loss: 0.0336
2025-09-19 11:44:46,876 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0337, Reconstruction Loss: 0.0337
2025-09-19 11:44:46,880 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0333, Reconstruction Loss: 0.0333
2025-09-19 11:44:46,884 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0338, Reconstruction Loss: 0.0338
2025-09-19 11:44:46,888 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0317, Reconstruction Loss: 0.0317
2025-09-19 11:44:46,892 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0288, Reconstruction Loss: 0.0288
2025-09-19 11:44:46,896 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0302, Reconstruction Loss: 0.0302
2025-09-19 11:44:46,900 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0324, Reconstruction Loss: 0.0324
2025-09-19 11:44:46,904 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0296, Reconstruction Loss: 0.0296
2025-09-19 11:44:46,908 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0293, Reconstruction Loss: 0.0293
2025-09-19 11:44:46,912 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0300, Reconstruction Loss: 0.0300
2025-09-19 11:44:46,916 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0305, Reconstruction Loss: 0.0305
2025-09-19 11:44:46,920 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0291, Reconstruction Loss: 0.0291
2025-09-19 11:44:46,924 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0305, Reconstruction Loss: 0.0305
2025-09-19 11:44:46,928 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0278, Reconstruction Loss: 0.0278
2025-09-19 11:44:46,932 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0319, Reconstruction Loss: 0.0319
2025-09-19 11:44:46,936 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0287, Reconstruction Loss: 0.0287
2025-09-19 11:44:46,940 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0283, Reconstruction Loss: 0.0283
2025-09-19 11:44:46,944 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0289, Reconstruction Loss: 0.0289
2025-09-19 11:44:46,948 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0263, Reconstruction Loss: 0.0263
2025-09-19 11:44:46,952 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0267, Reconstruction Loss: 0.0267
2025-09-19 11:44:46,956 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0290, Reconstruction Loss: 0.0290
2025-09-19 11:44:46,960 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0266, Reconstruction Loss: 0.0266
2025-09-19 11:44:46,964 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0273, Reconstruction Loss: 0.0273
2025-09-19 11:44:46,968 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0269, Reconstruction Loss: 0.0269
2025-09-19 11:44:46,972 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0311, Reconstruction Loss: 0.0311
2025-09-19 11:44:46,976 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0264, Reconstruction Loss: 0.0264
2025-09-19 11:44:46,980 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0263, Reconstruction Loss: 0.0263
2025-09-19 11:44:46,984 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0277, Reconstruction Loss: 0.0277
2025-09-19 11:44:46,988 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0264, Reconstruction Loss: 0.0264
2025-09-19 11:44:46,992 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0303, Reconstruction Loss: 0.0303
2025-09-19 11:44:46,996 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0292, Reconstruction Loss: 0.0292
2025-09-19 11:44:47,000 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0255, Reconstruction Loss: 0.0255
2025-09-19 11:44:47,004 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0285, Reconstruction Loss: 0.0285
2025-09-19 11:44:47,008 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0311, Reconstruction Loss: 0.0311
2025-09-19 11:44:47,012 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0271, Reconstruction Loss: 0.0271
2025-09-19 11:44:47,016 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0273, Reconstruction Loss: 0.0273
2025-09-19 11:44:47,020 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0256, Reconstruction Loss: 0.0256
2025-09-19 11:44:47,024 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0243, Reconstruction Loss: 0.0243
2025-09-19 11:44:47,028 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0257, Reconstruction Loss: 0.0257
2025-09-19 11:44:47,032 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0248, Reconstruction Loss: 0.0248
2025-09-19 11:44:47,036 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0237, Reconstruction Loss: 0.0237
