2025-09-19 11:09:46,016 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:09:46,016 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:09:46,016 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:09:46,078 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/speech.mat
2025-09-19 11:09:46,080 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 3625, Outliers: 61
2025-09-19 11:09:46,086 - Trainer_Run_0 - INFO - Train set: 1812 samples (all normal)
2025-09-19 11:09:46,086 - Trainer_Run_0 - INFO - Test set: 1874 samples (1813 normal, 61 anomalies)
2025-09-19 11:09:46,092 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:09:46,912 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:09:47,181 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.3538, Reconstruction Loss: 0.3538
2025-09-19 11:09:47,198 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.1635, Reconstruction Loss: 0.1635
2025-09-19 11:09:47,215 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.1099, Reconstruction Loss: 0.1099
2025-09-19 11:09:47,232 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0912, Reconstruction Loss: 0.0912
2025-09-19 11:09:47,249 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0723, Reconstruction Loss: 0.0723
2025-09-19 11:09:47,265 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0589, Reconstruction Loss: 0.0589
2025-09-19 11:09:47,282 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0503, Reconstruction Loss: 0.0503
2025-09-19 11:09:47,299 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0453, Reconstruction Loss: 0.0453
2025-09-19 11:09:47,315 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0420, Reconstruction Loss: 0.0420
2025-09-19 11:09:47,332 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0388, Reconstruction Loss: 0.0388
2025-09-19 11:09:47,349 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0362, Reconstruction Loss: 0.0362
2025-09-19 11:09:47,365 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0353, Reconstruction Loss: 0.0353
2025-09-19 11:09:47,382 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0336, Reconstruction Loss: 0.0336
2025-09-19 11:09:47,399 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0325, Reconstruction Loss: 0.0325
2025-09-19 11:09:47,416 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0320, Reconstruction Loss: 0.0320
2025-09-19 11:09:47,432 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0313, Reconstruction Loss: 0.0313
2025-09-19 11:09:47,535 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0311, Reconstruction Loss: 0.0311
2025-09-19 11:09:47,552 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0307, Reconstruction Loss: 0.0307
2025-09-19 11:09:47,569 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0305, Reconstruction Loss: 0.0305
