2025-09-19 11:06:49,823 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:06:49,823 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:06:49,823 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:06:49,824 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/cardio.mat
2025-09-19 11:06:49,824 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 1655, Outliers: 176
2025-09-19 11:06:49,825 - Trainer_Run_0 - INFO - Train set: 827 samples (all normal)
2025-09-19 11:06:49,825 - Trainer_Run_0 - INFO - Test set: 1004 samples (828 normal, 176 anomalies)
2025-09-19 11:06:49,826 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:06:50,618 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:06:50,873 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.2898, Reconstruction Loss: 0.2898
2025-09-19 11:06:50,882 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.1443, Reconstruction Loss: 0.1443
2025-09-19 11:06:50,890 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0864, Reconstruction Loss: 0.0864
2025-09-19 11:06:50,899 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0624, Reconstruction Loss: 0.0624
2025-09-19 11:06:50,907 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0518, Reconstruction Loss: 0.0518
2025-09-19 11:06:50,915 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0468, Reconstruction Loss: 0.0468
2025-09-19 11:06:50,923 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0448, Reconstruction Loss: 0.0448
2025-09-19 11:06:50,931 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0413, Reconstruction Loss: 0.0413
2025-09-19 11:06:50,939 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0381, Reconstruction Loss: 0.0381
2025-09-19 11:06:50,947 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0352, Reconstruction Loss: 0.0352
2025-09-19 11:06:50,955 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0329, Reconstruction Loss: 0.0329
2025-09-19 11:06:50,963 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0296, Reconstruction Loss: 0.0296
2025-09-19 11:06:50,971 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0274, Reconstruction Loss: 0.0274
2025-09-19 11:06:50,979 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0258, Reconstruction Loss: 0.0258
2025-09-19 11:06:50,988 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0248, Reconstruction Loss: 0.0248
2025-09-19 11:06:50,996 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0242, Reconstruction Loss: 0.0242
2025-09-19 11:06:51,004 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0232, Reconstruction Loss: 0.0232
2025-09-19 11:06:51,012 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0226, Reconstruction Loss: 0.0226
2025-09-19 11:06:51,021 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0224, Reconstruction Loss: 0.0224
2025-09-19 11:06:51,029 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0214, Reconstruction Loss: 0.0214
2025-09-19 11:06:51,037 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0214, Reconstruction Loss: 0.0214
2025-09-19 11:06:51,045 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0211, Reconstruction Loss: 0.0211
2025-09-19 11:06:51,053 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0200, Reconstruction Loss: 0.0200
2025-09-19 11:06:51,061 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0194, Reconstruction Loss: 0.0194
2025-09-19 11:06:51,070 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0182, Reconstruction Loss: 0.0182
