2025-09-19 11:08:17,649 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:08:17,650 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:08:17,650 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:08:17,662 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/musk.mat
2025-09-19 11:08:17,665 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 2965, Outliers: 97
2025-09-19 11:08:17,668 - Trainer_Run_0 - INFO - Train set: 1482 samples (all normal)
2025-09-19 11:08:17,668 - Trainer_Run_0 - INFO - Test set: 1580 samples (1483 normal, 97 anomalies)
2025-09-19 11:08:17,672 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:08:18,480 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:08:18,747 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.3298, Reconstruction Loss: 0.3298
2025-09-19 11:08:18,760 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.1487, Reconstruction Loss: 0.1487
2025-09-19 11:08:18,773 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.0862, Reconstruction Loss: 0.0862
2025-09-19 11:08:18,787 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.0711, Reconstruction Loss: 0.0711
2025-09-19 11:08:18,800 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.0647, Reconstruction Loss: 0.0647
2025-09-19 11:08:18,813 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.0565, Reconstruction Loss: 0.0565
2025-09-19 11:08:18,826 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0493, Reconstruction Loss: 0.0493
2025-09-19 11:08:18,839 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0446, Reconstruction Loss: 0.0446
2025-09-19 11:08:18,852 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0419, Reconstruction Loss: 0.0419
2025-09-19 11:08:18,865 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0394, Reconstruction Loss: 0.0394
2025-09-19 11:08:18,878 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0377, Reconstruction Loss: 0.0377
2025-09-19 11:08:18,892 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0358, Reconstruction Loss: 0.0358
2025-09-19 11:08:18,905 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0341, Reconstruction Loss: 0.0341
2025-09-19 11:08:18,918 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0335, Reconstruction Loss: 0.0335
2025-09-19 11:08:18,931 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0323, Reconstruction Loss: 0.0323
2025-09-19 11:08:19,030 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0313, Reconstruction Loss: 0.0313
2025-09-19 11:08:19,043 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0306, Reconstruction Loss: 0.0306
2025-09-19 11:08:19,057 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0297, Reconstruction Loss: 0.0297
2025-09-19 11:08:19,070 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0291, Reconstruction Loss: 0.0291
2025-09-19 11:08:19,083 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0285, Reconstruction Loss: 0.0285
2025-09-19 11:08:19,096 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0279, Reconstruction Loss: 0.0279
2025-09-19 11:08:19,109 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0276, Reconstruction Loss: 0.0276
2025-09-19 11:08:19,122 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0272, Reconstruction Loss: 0.0272
2025-09-19 11:08:19,135 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0263, Reconstruction Loss: 0.0263
2025-09-19 11:08:19,149 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0262, Reconstruction Loss: 0.0262
2025-09-19 11:08:19,162 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0259, Reconstruction Loss: 0.0259
2025-09-19 11:08:19,175 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0255, Reconstruction Loss: 0.0255
2025-09-19 11:08:19,188 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0248, Reconstruction Loss: 0.0248
2025-09-19 11:08:19,201 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0246, Reconstruction Loss: 0.0246
2025-09-19 11:08:19,214 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0243, Reconstruction Loss: 0.0243
2025-09-19 11:08:19,227 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0240, Reconstruction Loss: 0.0240
2025-09-19 11:08:19,240 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0236, Reconstruction Loss: 0.0236
2025-09-19 11:08:19,254 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0234, Reconstruction Loss: 0.0234
2025-09-19 11:08:19,267 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0230, Reconstruction Loss: 0.0230
2025-09-19 11:08:19,280 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0228, Reconstruction Loss: 0.0228
2025-09-19 11:08:19,293 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0223, Reconstruction Loss: 0.0223
2025-09-19 11:08:19,306 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0223, Reconstruction Loss: 0.0223
2025-09-19 11:08:19,319 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0222, Reconstruction Loss: 0.0222
2025-09-19 11:08:19,332 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0220, Reconstruction Loss: 0.0220
2025-09-19 11:08:19,345 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0216, Reconstruction Loss: 0.0216
2025-09-19 11:08:19,358 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0213, Reconstruction Loss: 0.0213
2025-09-19 11:08:19,371 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0212, Reconstruction Loss: 0.0212
2025-09-19 11:08:19,384 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0210, Reconstruction Loss: 0.0210
2025-09-19 11:08:19,397 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0207, Reconstruction Loss: 0.0207
2025-09-19 11:08:19,410 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0207, Reconstruction Loss: 0.0207
2025-09-19 11:08:19,423 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0205, Reconstruction Loss: 0.0205
2025-09-19 11:08:19,436 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0205, Reconstruction Loss: 0.0205
2025-09-19 11:08:19,449 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0202, Reconstruction Loss: 0.0202
2025-09-19 11:08:19,462 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0201, Reconstruction Loss: 0.0201
2025-09-19 11:08:19,475 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0200, Reconstruction Loss: 0.0200
2025-09-19 11:08:19,489 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0195, Reconstruction Loss: 0.0195
2025-09-19 11:08:19,502 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0196, Reconstruction Loss: 0.0196
