2025-09-19 11:40:33,947 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:40:33,947 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:40:33,947 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:40:33,948 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/vertebral.mat
2025-09-19 11:40:33,948 - Trainer_Run_0 - INFO - Dataset loaded - Inliers: 210, Outliers: 30
2025-09-19 11:40:33,948 - Trainer_Run_0 - INFO - Train set: 105 samples (all normal)
2025-09-19 11:40:33,948 - Trainer_Run_0 - INFO - Test set: 135 samples (105 normal, 30 anomalies)
2025-09-19 11:40:33,948 - Trainer_Run_0 - INFO - Data normalized using MinMaxScaler
2025-09-19 11:40:34,741 - Trainer_Run_0 - INFO - Starting training...
2025-09-19 11:40:34,979 - Trainer_Run_0 - INFO - Epoch 1/200 - Total Loss: 0.4254, Reconstruction Loss: 0.4254
2025-09-19 11:40:34,984 - Trainer_Run_0 - INFO - Epoch 2/200 - Total Loss: 0.3095, Reconstruction Loss: 0.3095
2025-09-19 11:40:34,988 - Trainer_Run_0 - INFO - Epoch 3/200 - Total Loss: 0.2274, Reconstruction Loss: 0.2274
2025-09-19 11:40:34,991 - Trainer_Run_0 - INFO - Epoch 4/200 - Total Loss: 0.1675, Reconstruction Loss: 0.1675
2025-09-19 11:40:34,994 - Trainer_Run_0 - INFO - Epoch 5/200 - Total Loss: 0.1260, Reconstruction Loss: 0.1260
2025-09-19 11:40:34,998 - Trainer_Run_0 - INFO - Epoch 6/200 - Total Loss: 0.1118, Reconstruction Loss: 0.1118
2025-09-19 11:40:35,001 - Trainer_Run_0 - INFO - Epoch 7/200 - Total Loss: 0.0849, Reconstruction Loss: 0.0849
2025-09-19 11:40:35,004 - Trainer_Run_0 - INFO - Epoch 8/200 - Total Loss: 0.0601, Reconstruction Loss: 0.0601
2025-09-19 11:40:35,008 - Trainer_Run_0 - INFO - Epoch 9/200 - Total Loss: 0.0568, Reconstruction Loss: 0.0568
2025-09-19 11:40:35,011 - Trainer_Run_0 - INFO - Epoch 10/200 - Total Loss: 0.0602, Reconstruction Loss: 0.0602
2025-09-19 11:40:35,014 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0474, Reconstruction Loss: 0.0474
2025-09-19 11:40:35,018 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0487, Reconstruction Loss: 0.0487
2025-09-19 11:40:35,021 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0414, Reconstruction Loss: 0.0414
2025-09-19 11:40:35,024 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0533, Reconstruction Loss: 0.0533
2025-09-19 11:40:35,027 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0666, Reconstruction Loss: 0.0666
2025-09-19 11:40:35,031 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0459, Reconstruction Loss: 0.0459
2025-09-19 11:40:35,034 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0408, Reconstruction Loss: 0.0408
2025-09-19 11:40:35,037 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0385, Reconstruction Loss: 0.0385
2025-09-19 11:40:35,040 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0395, Reconstruction Loss: 0.0395
2025-09-19 11:40:35,043 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0409, Reconstruction Loss: 0.0409
2025-09-19 11:40:35,047 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0368, Reconstruction Loss: 0.0368
2025-09-19 11:40:35,050 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0332, Reconstruction Loss: 0.0332
2025-09-19 11:40:35,053 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0313, Reconstruction Loss: 0.0313
2025-09-19 11:40:35,056 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0291, Reconstruction Loss: 0.0291
2025-09-19 11:40:35,059 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0286, Reconstruction Loss: 0.0286
2025-09-19 11:40:35,062 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0281, Reconstruction Loss: 0.0281
2025-09-19 11:40:35,066 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0305, Reconstruction Loss: 0.0305
2025-09-19 11:40:35,069 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0262, Reconstruction Loss: 0.0262
2025-09-19 11:40:35,072 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0266, Reconstruction Loss: 0.0266
2025-09-19 11:40:35,075 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0232, Reconstruction Loss: 0.0232
2025-09-19 11:40:35,079 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0268, Reconstruction Loss: 0.0268
2025-09-19 11:40:35,082 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0368, Reconstruction Loss: 0.0368
2025-09-19 11:40:35,085 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0248, Reconstruction Loss: 0.0248
2025-09-19 11:40:35,088 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0244, Reconstruction Loss: 0.0244
2025-09-19 11:40:35,091 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0220, Reconstruction Loss: 0.0220
2025-09-19 11:40:35,095 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0227, Reconstruction Loss: 0.0227
